name,address,phone,fax,email,website,keywords,latitude,longitude,pharmacy_code,notes
BROADWAY PHARMASAVE #73,"101 - 2025 West Broadway Vancouver, BC V6J 1Z6 CANADA",(604) 737-2025,(604) 737-2046,,,,49.2640941,-123.1511896,P46,
BROOKSWOOD REMEDY'S RX PHARMACY #2,"105-4061 200th St Langley, BC V3A 1K8 CANADA",(604) 427-4377,(604) 427-4378,,,,49.0762337,-122.6706386,P47,
BROOKSWOOD REMEDY'SRX,"100 - 20103 40 Ave Langley, BC V3A 2W3 CANADA",(604) 427-2140,(604) 427-2141,,,,49.075166,-122.66664,P48,
BULA PHARMACY,"33634 Busby Rd Abbotsford, BC V2S 1V2 CANADA",(604) 850-2588,(604) 850-3528,,,,49.0431194,-122.2926122,P49,
BURKE MOUNTAIN PHARMACY,"110 - 1465 Salisbury Ave Port Coquitlam, BC V3B 6J3 CANADA",(604) 941-5575,(604) 941-5576,,,,49.2726406,-122.7549514,P50,
BURNABY PHARMACY,"100A - 3300 Boundary Rd Burnaby, BC V5M 4A4 CANADA",(604) 453-0136,(604) 453-0137,,,,49.2545127,-123.0231251,P51,
BURNABY SQUARE PRESCRIPTIONS,"#107 - 7885 6th St Burnaby, BC V3N 3N4 CANADA",(604) 523-1400,(604) 523-1404,,,,49.2083548,-122.9147363,P52,
C.R.C. DRUGS,"180 - 6971 Elmbridge Way Richmond, BC V7C 0A5 CANADA",(604) 285-2555,(604) 285-2556,,,,49.1731717,-123.1486091,P53,
REXALL,"FIESTA MALL 102 HWY 8, STONEY CREEK L8G 1C2",(905) 662-4215,(905) 662-0026,,,,43.2242184,-79.7490128,305535,
CAMPBELL RIVER HEALTH & DRUG STORE,"Unit B1B - 465 Merecroft Rd Campbell River, BC V9W 6K6 CANADA",(250) 286-1771,(250) 286-4662,,,,49.9995068,-125.2454283,P56,
CANADAWIDE PHARMACY,"#102 - 15129 100 Ave Surrey, BC V3R 9P4 CANADA",(604) 581-4000,(604) 581-4187,,,,49.1845004,-122.8027583,P57,
CANDRUG,"#202 - 8322 130 St Surrey, BC V3W 8J9 CANADA",(604) 543-8711,(604) 507-8706,,,,49.1538675,-122.8617054,P58,
CANPHARM DRUGS,"5853 Victoria Drive Vancouver, BC V5P 3W5 CANADA",(604) 321-5133,(604) 324-4510,,,,49.2311124,-123.0657589,P59,
CAPITOL HILL PHARMACY REMEDY'S RX,"4655 Hastings St Burnaby, BC V5C 2K6 CANADA",(604) 299-9255,(604) 299-9257,,,,49.281152,-122.9982649,P60,
CARE BOOST PHARMACY,"#101 - 9450 120 St Surrey, BC V3V 4B9 CANADA",(604) 582-5111,(604) 582-6262,,,,49.1735517,-122.8907352,P61,
CARE IN MOTION PHARMACY,"2 - 9880 120 St Surrey, BC V3V 4C9 CANADA",(604) 496-2225,(604) 496-2234,,,,49.1822188,-122.8897885,P62,
CARE IN PHARMACY,"33083 1st Ave Mission, BC V2V 1G2 CANADA",(604) 287-2999,(604) 287-2900,,,,49.1346485,-122.3075379,P63,
CARE N CURE PHARMACY,"177 - 8138 128 St Surrey, BC V3W 1R1 CANADA",(604) 598-3233,(604) 598-3234,,,,49.1504757,-122.8660623,P64,
CARERX CENTRAL ISLAND,"#1 - 4131 Mostar Rd Nanaimo, BC V9T 6A6 CANADA",(250) 585-1083,(250) 585-1087,,,,49.2098874,-124.0357617,P65,
CARERX OKANAGAN,"107 - 2714 Highway 97 N Kelowna, BC V1X 4J7 CANADA",(778) 940-7288,(778) 738-1698,,,,49.8963459,-119.4139716,P66,
CARERX VANCOUVER,"8610 Commerce Court Burnaby, BC V5A 4N6 CANADA",(604) 985-8844,(604) 985-8842,,,,49.253983,-122.9153448,P67,
CARERX VICTORIA,"570 Bay St Victoria, BC V8T 1P9 CANADA",(250) 590-3778,(778) 430-5988,,,,48.436246,-123.3699008,P68,
CAREVILLE PHARMACY FLEETWOOD,"107 - 8927 152 St Surrey, BC V3R 4E5 CANADA",(604) 634-1074,(604) 634-1075,,,,49.1652122,-122.8018891,P69,
CARMI REMEDY'SRX,"15 - 725 Carmi Ave Penticton, BC V2A 3G8 CANADA",(778) 476-0010,(778) 476-0944,,,,49.48292,-119.5757541,P70,
CASCADE PHARMACY,"Unit A - 46298 Yale Rd Chilliwack, BC V2P 2P6 CANADA",(604) 795-6122,(604) 795-3065,,,,49.1729062,-121.9458898,P71,
CASTLEGAR COMMUNITY PHARMACY,"1002 Columbia Ave Castlegar, BC V1N 1H2 CANADA",(250) 365-0006,(250) 365-0036,,,,49.3142201,-117.6636074,P72,
CATES MEDICINE CENTRE,"Snug Cove Box 177 Bowen Island, BC V0N 1G0 CANADA",(604) 947-0766,(604) 947-0736,,,,49.3792497,-123.3381742,P73,
CEDAR HILLS DRUG MART,"10269 128 St Surrey, BC V3T 2Z2 CANADA",(604) 930-0030,(604) 930-0031,,,,49.1893943,-122.8689266,P74,
CENTRAL DRUGS - BEBAN PLAZA,"#16 - 2220 Bowen Road Nanaimo, BC V9S 1H9 CANADA",(250) 758-7711,(250) 758-7765,,,,49.1927762,-123.9912549,P75,
CENTRAL DRUGS - BRICKYARD,"#102 - 6010 Brickyard Road Nanaimo, BC V9V 1S5 CANADA",(250) 751-2576,(250) 751-2439,,,,49.2344738,-124.0258538,P76,
CENTRAL DRUGS - CAMPBELL,"346 Campbell St. Nanaimo, BC V9R 3G7 CANADA",(250) 753-5342,(250) 753-5147,,,,49.1686262,-123.9423541,P77,
CENTRAL DRUGS - DUFFERIN,"#101 - 1125 Dufferin Cr. Nanaimo, BC V9S 2B5 CANADA",(250) 716-0063,(250) 716-0005,,,,49.1841641,-123.9672943,P78,
CENTRAL DRUGS - DUNSMUIR,"495A Dunsmuir St Nanaimo, BC V9R 6B9 CANADA",(250) 753-6401,(250) 753-6487,,,,49.162988,-123.937835,P79,
CENTRAL DRUGS - PACIFIC STATION,"103 - 5160 Dublin Way Nanaimo, BC V9T 0H2 CANADA",(250) 585-6178,(250) 585-6179,,,,49.2167199,-124.0325584,P81,
CENTRAL LONSDALE PHARMACY,"1562 Lonsdale Ave North Vancouver, BC V7M 2J3 CANADA",(604) 971-4464,(604) 971-4465,,,,49.3230375,-123.0719576,P82,
CENTRAL PARK PHARMACY,"3963 Kingsway Burnaby, BC V5H 1Y7 CANADA",(604) 433-0110,(604) 433-0110,,,,49.2329626,-123.0166432,P83,
CHEMMART PHARMACY,"1900 - 8171 Ackroyd Rd Richmond, BC V6X 3K1 CANADA",(604) 270-9091,(604) 270-9092,,,,49.1721705,-123.1341269,P84,
CHETWYND DRUG MART PHARMACHOICE #9099,"4733 - 51st Street Box 728 Chetwynd, BC V0C 1J0 CANADA",(250) 788-3393,(250) 788-2386,,,,55.6987547,-121.6329141,P85,
CHILLIWACK PHARMACY,"101- 45863 Yale Rd Chilliwack, BC V2P2N6 CANADA",(604) 402-3100,(604) 402-3101,,,,49.1659142,-121.9593074,P86,
CHOICES PHARMACY,"105 - 9093 King George Blvd. Surrey, BC V3V 5V7 CANADA",(604) 593-5322,(604) 593-5320,,,,49.1674801,-122.8463616,P87,
CITY CENTRE REMEDY'SRX,"399 Main St Penticton, BC V2A 5B7 CANADA",(250) 770-0047,(250) 770-8853,,,,49.497278,-119.5921036,P88,
CLAYTON HEIGHTS PHARMACY,"102 - 7170 188 St Surrey, BC V4N 6R4 CANADA",(604) 372-3808,(604) 372-3812,,,,49.1251529,-122.7014862,P89,
CLINIC DRUG STORE,"Medical Building 816 - 103rd Ave. Dawson Creek, BC V1G 2E9 CANADA",(250) 782-3100,(250) 782-8120,,,,55.7568931,-120.2256927,P91,
CLOUD PHARMACY,"4918 Victoria Drive Vancouver, BC V5P 3T6 CANADA",(604) 558-1690,(604) 558-1691,,,,49.2395659,-123.0651781,P92,
COAL HARBOUR PHARMACY,"Unit B - 622 Bute St Vancouver, BC V6E 3M1 CANADA",(604) 336-3038,(604) 336-3044,,,,49.2875798,-123.1244021,P93,
COASTAL CARE PHARMACY,"101 - 10183 152A St Surrey, BC V3R 4H6 CANADA",(604) 588-0484,(604) 588-0485,,,,49.1873692,-122.7998355,P94,
COASTAL CARE PHARMACY #2,"103 - 15420 Fraser Hwy Surrey, BC V3R 3P5 CANADA",(604) 589-9064,(604) 589-9066,,,,49.1633923,-122.7954925,P95,
COLUMBIA PRESCRIPTION X-PRESS,"317 Columbia St E New Westminster, BC V3L 3W8 CANADA",(604) 525-3784,(604) 525-3734,,,,49.2224294,-122.8926997,P96,
COLUMBIA ST. PHARMACY,"Columbia 300 #112 - 300 Columbia St Kamloops, BC V2C 6L1 CANADA",(778) 471-5971,(778) 471-5973,,,,50.6715908,-120.3333679,P97,
COMMUNITY APOTHECARY,"402 - 3701 Hastings St Burnaby, BC V5C 2H6 CANADA",(604) 757-1254,(604) 563-7852,,,,49.2817509,-123.0222114,P98,
COMMUNITY APOTHECARY #2,"210 - 990 Fort Street Victoria, BC V8V3K2 CANADA",(778) 400-5757,(778) 440-0197,,,,48.424827,-123.365042,P99,
COMMUNITY CARE PHARMACY #7164,"1001 - 7495 132 St Surrey, BC V3W 1J8 CANADA",(604) 501-2681,(604) 597-5436,,,,49.138922,-122.8580582,P100,
COMMUNITY OUTREACH PHARMACY,"#301 - 800 Carleton Crt Delta, BC V3M 6Y6 CANADA",(778) 654-7172,(778) 654-7172,,,,49.1696961,-122.9596405,P101,
CONTINENTAL PHARMACY,"1196 - 3779 Sexsmith Rd Richmond, BC V6X 3Z9 CANADA",(604) 276-8938,(604) 276-8940,,,,49.1855972,-123.1303936,P102,
CONTINENTAL PHARMACY #2,"5316 Victoria Dr Vancouver, BC V5P 3V7 CANADA",(604) 327-6823,(604) 327-0272,,,,49.2366646,-123.0650882,P103,
COOL-AID DISPENSARY,"713 Johnson St Victoria, BC V8W 1M8 CANADA",(250) 385-8469,(250) 383-5933,,,,48.4268867,-123.3639519,P104,
CORDOVA BAY PHARMACY,"5166 Cordova Bay Rd Victoria, BC V8Y 2K6 CANADA",(250) 590-6053,(250) 590-6403,,,,48.5242364,-123.3685693,P105,
CORNING DRUGS #2,"102-236 Georgia St E Vancouver, BC V6A 1Z7 CANADA",(604) 685-7609,(604) 685-7672,,,,49.2783035,-123.0984731,P106,
CORNING DRUGS LTD.,"515 Main St. Vancouver, BC V6A 2V1 CANADA",(604) 685-9056,(604) 685-8681,,,,49.2800644,-123.0999576,P107,
COSTCO PHARMACY # 55,"7423 King George Blvd Surrey, BC V3W 5A8 CANADA",(604) 596-0757,(604) 596-2216,,,,49.1381978,-122.8473124,P110,
COSTCO PHARMACY # 59,"2479 North Highway 97 Kelowna, BC V1X 4J2 CANADA",(250) 868-2548,(250) 868-0132,,,,49.8877703,-119.4186193,P111,
COSTCO PHARMACY # 155,"6700 Island Highway Nanaimo, BC V9V 1K8 CANADA",(250) 390-0585,(250) 390-1339,,,,49.2373222,-124.0439486,P112,
COSTCO PHARMACY # 158,"2555 Range Road Prince George, BC V2N 4G8 CANADA",(250) 614-1759,(250) 614-8375,,,,53.884049,-122.7717395,P113,
COSTCO PHARMACY # 161,"1675 Versatile Drive Kamloops, BC V1S 1W7 CANADA",(250) 372-7348 x 0,(250) 372-5729,,,,50.6548687,-120.3893635,P114,
COSTCO PHARMACY # 163,"1127 Sumas Way Abbotsford, BC V2S 8H2 CANADA",(604) 864-3935,(604) 864-2865,,,,49.0221477,-122.2669654,P115,
COSTCO PHARMACY # 255,"2370 Ottawa St Port Coquitlam, BC V3B 7Z1 CANADA",(604) 552-2298,(604) 552-5488,,,,49.2555293,-122.7452435,P116,
COSTCO PHARMACY # 256,"799 McCallum Rd Victoria, BC V9B 6A2 CANADA",(250) 391-8986,(250) 391-0413,,,,48.4582352,-123.5028042,P117,
COSTCO PHARMACY # 259,"20499 64th Ave Langley, BC V2Y 1N5 CANADA",(604) 539-8928,(604) 539-8925,,,,49.1200142,-122.6550962,P118,
COSTCO PHARMACY # 51,"3550 Brighton Ave. Burnaby, BC V5A 4W3 CANADA",(604) 420-9811,(778)-309-6382,,,,49.2512184,-122.9170892,P108,
COSTCO PHARMACY #1092,"588 Crown Isle Blvd Courtenay, BC V9N 0A6 CANADA",(250) 331-8710,(250) 331-8720,,,,49.7138538,-124.9638801,P121,
COSTCO PHARMACY #1240,"Unit 103 - 7435 Nelson Rd Richmond, BC V6W 1G3 CANADA",(778) 732-1456,(778) 732-1460,,,,49.1565264,-123.0178749,P122,
COTTONWOOD REMEDYS'RX,"100 - 45428 Luckakuck Way Chilliwack, BC V2R 3S9 CANADA",(604) 858-9446,(604) 858-9447,,,,49.1414228,-121.9678342,P123,
COUNTRY GROCER PHARMACY,"372 Lower Ganges Rd Salt Spring Island, BC V8K 2V7 CANADA",(250) 538-0323,(250) 538-0326,,,,48.8604801,-123.5110386,P124,
COURTENAY PHARMACY,"2599B Cliffe Ave Courtenay, BC V9N 2L5 CANADA",(250) 871-8405,(250) 871-8409,,,,49.6759776,-124.9842402,P125,
COVE PHARMACY,"672 Plaza Rd Box 614, Quadra Island Quathiaski Cove, BC V0P 1N0 CANADA",(250) 285-2275,(250) 285-3375,,,,50.0422588,-125.2105599,P126,
COWRIE PHARMACY,"Unit 1 - 5699 Cowrie St Sechelt, BC V0N 3A0 CANADA",(604) 885-0580,(604) 885-0572,,,,49.472104,-123.7583437,P127,
CRANBROOK IDA PHARMACY,"13 24th Ave N Cranbrook, BC V1C 3H9 CANADA",(250) 420-4133,(250) 420-4135,,,,49.5124572,-115.7499775,P128,
CRIDGE FAMILY PHARMACY 2,"2136b Keating Cross Rd Saanichton, BC V8M 2A6 CANADA",(250) 652-8880,1-855-297-5608,,,,48.5657344,-123.411721,P130,
CROSSROADS PHARMACY,"140 - 2061 Sumas Way Abbotsford, BC V2S 8H6 CANADA",(778) 880-0125,(778) 880-0282,,,,49.038891,-122.271055,P131,
CRYSTAL PHARMACY & MEDICAL SUPPLIES,"1611 - 4500 Kingsway Burnaby, BC V5H 2A9 CANADA",(604) 433-2821,(604) 433-2830,,,,49.2287757,-123.0044659,P132,
CUMBERLAND PHARMASAVE #1015,"101-2665 Beaufort Ave Cumberland, BC V0R 1S0",(250) 400-3456,(250) 400-2942,,,,49.6199261,-125.0320527,P133,
DAVIES PRESCRIPTIONS - ST. GEORGES,"1401 St. Georges Ave. North Vancouver, BC V7L 3J3 CANADA",(604) 985-8771,(604) 985-8262,,,,49.3211689,-123.0694227,P135,
DAWSON PHARMACY,"4218 Dawson St Burnaby, BC V5C 0B8 CANADA",(604) 428-9755,(604) 428-9756,,,,49.2643306,-123.011181,P136,
DEAN PHARMACY,"102 - 6844 King George Blvd Surrey, BC V3W 4Z9 CANADA",(778) 564-3326,(778) 564-3777,,,,49.1269269,-122.8446802,P137,
DEEP COVE PHARMACY,"4322 Gallant Ave North Vancouver, BC V7G 1K8 CANADA",(604) 985-3539,(604) 985-3540,,,,49.3269394,-122.9513702,P138,
DELTA PRESCRIPTION CLINIC,"#101 - 8425 120th St Delta, BC V4C 6R2 CANADA",(604) 594-4499,(604) 594-4155,,,,49.1735517,-122.8907352,P139,
DONEX PHARMACY & DEPARTMENT STORE,"Box 40 145 Birch Ave S 100 Mile House, BC V0K 2E0 CANADA",(250) 395-4004,(250) 644-2251,,,,51.6457243,-121.2947682,P140,
DOWNTOWN CLINIC PHARMACY,"569 Powell Street Vancouver, BC V6A 1G8 CANADA",(604) 216-4257,(604) 216-4270,,,,49.2832788,-123.0918564,P141,
DRUGLAND PHARMACY,"#107 - 7738 Edmonds St Burnaby, BC V3N 1B8 CANADA",(604) 636-0666,(604) 636-0663,,,,49.2244977,-122.9399204,P142,
DRUGSTORE PHARMACY #6722,"200 Carmi Avenue Penticton, BC V2A 6M8 CANADA",(250) 493-0053,(250) 493-4078,,,,49.4824134,-119.5830389,P143,
DRUGSTORE PHARMACY #6733,"PO Box 849 201 Hwy 16 W Burns Lake, BC V0J 1E0 CANADA",(250) 692-1987,(250) 692-1991,,,,54.2257568,-125.7573369,P144,
DRUGSTORE PHARMACY #6734,"1000 South Lakeside Drive Williams Lake, BC V2G 3A6 CANADA",(250) 305-2158,(250) 305-2162,,,,52.1178374,-122.1310207,P145,
DTES CONNECTIONS PHARMACY,"120 - 623 Powell St Vancouver, BC V6A 1H2 CANADA",(604) 675-3605,(604) 675-3609,,,,49.2830037,-123.1015327,P146,
DUNCAN PHARMACY,"921 E Canada Ave Duncan, BC V9L 1V2 CANADA",250-597-4100,250-597-4191,,,,48.7840054,-123.7093458,P147,
DUNDAS REMEDY'S RX PHARMACY,"2081 Dundas St Vancouver, BC V5L 1J5 CANADA",(778) 379-5095,(778) 379-5094,,,,49.2850349,-123.0622054,P148,
DYCK'S PHARMACISTS (PANDOSY),"3039 Pandosy St Kelowna, BC V1Y 1W3 CANADA",(778) 478-0360,(778) 478-0361,,,,49.862357,-119.490656,P149,
DYCK'S PHARMACISTS (SPRINGFIELD),"1111 Springfield Road Kelowna, BC V1Y 8R7 CANADA",(250) 762-7774,(250) 762-7718,,,,49.8765702,-119.4763442,P150,
DYCK'S PHARMACISTS (ST. PAUL),"1460 St. Paul St Kelowna, BC V1Y 2E6 CANADA",(250) 762-3333,(250) 862-8829,,,,49.8873523,-119.4922497,P151,
DYCK'S PHARMACISTS IDA (GLENMORE),"116-1920 Summit Dr Kelowna, BC V1V 3E9 CANADA",(250) 762-4411,(250) 762-6868,,,,49.901635,-119.4532555,P152,
EAST END PHARMACY,"2021 Commercial Drive Vancouver, BC V5N 4B1 CANADA",(604) 255-9890,(604) 255-9815,,,,49.2664879,-123.069906,P153,
EAST TO WEST HOLISTIC PHARMACY,"102 - 14045 104 Ave Surrey, BC V3T 1X4 CANADA",(604) 498-0663,(604) 498-0673,,,,49.1920358,-122.824945,P154,
EASTON PHARMACY LTD.,"#101 - 10663 King George Blvd Surrey, BC V3T 2X6 CANADA",(604) 496-3330,(604) 496-3320,,,,49.1965804,-122.8455689,P155,
EASTSIDE PHARMACY LTD.,"398 Hastings St E Vancouver, BC V6A 1P4 CANADA",(604) 255-1714,(604) 255-1753,,,,49.2810716,-123.095619,P156,
EDMONDS PHARMACY,"105 - 7315 Edmonds St Burnaby, BC V3N 1A7 CANADA",(604) 526-1110,(604) 526-1926,,,,49.2187896,-122.9516125,P157,
COSTCO PHARMACY # 548,"4500 Still Creek Dr Burnaby, BC V5C 0E5 CANADA",(604) 296-5109,(778)-309-6381,,,,49.2605553,-123.0003108,P119,
ELEMENTS COMPOUNDING PHARMACY,"3540 Blanshard St Victoria, BC V8X 1W3 CANADA",(250) 590-6777,(250) 590-6778,,,,48.4572644,-123.3749696,P158,
ELKFORD DRUG STORE,"Suite B - 4 Front St PO Box 370 Elkford, BC V0B 1H0 CANADA",(778) 521-5181,(778) 521-5182,,,,50.024565,-114.92353,P159,
ENDERBY PHARMACY AND WELLNESS CENTRE,"513 Cliff Ave PO Box 310 Enderby, BC V0E 1V0 CANADA",(250) 838-0502,(250) 838-7233,,,,50.5504471,-119.1383386,P160,
ESTEVAN PHARMACY LIMITED,"2517 Estevan Avenue Victoria, BC V8R 2S6 CANADA",(250) 598-2517,(250) 598-2512,,,,48.4374653,-123.3080663,P161,
EVERGREEN PHARMACY,"104 - 1168 The High St Coquitlam, BC V3B 0C6 CANADA",(604) 474-3837,(604) 474-3835,,,,49.28252,-122.796406,P162,
EVERWELL PHARMACY,"8179 Granville St Vancouver, BC V6P 4Z6 CANADA",(604) 563-8282,(604) 563-8280,,,,49.2119757,-123.1408041,P163,
EXPRESS CARE PHARMACY,"25 - 6014 Vedder Road Chilliwack, BC V2R 5M4 CANADA",(604) 705-0029,(604) 705-0087,,,,49.1115081,-121.9564941,P164,
EXPRESS SCRIPTS CANADA PHARMACY,"Unit 125 - 2250 Boundary Rd Burnaby, BC V5M 3Z3 CANADA",1-888-249-6094,1-888-807-6972,,,,49.2648944,-123.0224471,P165,
FAIRWAY DRUG MART,"7595 - 6th Street Burnaby, BC V3N 3M6 CANADA",(604) 521-9133,(604) 521-9133,,,,49.2225748,-122.93238,P166,
FAMILY CARE PHARMACY,"12815B 96 Ave Surrey, BC V3V 6V9 CANADA",(604) 581-1900,(604) 581-1902,,,,49.177326,-122.867486,P167,
FAMILY CARE PHARMACY #2,"8925 120 St Delta, BC V4C 6R6 CANADA",(604) 599-0211,(604) 599-4318,,,,49.165694,-122.890837,P168,
FAMILY CARE PHARMACY #3,"1539 Johnston Rd White Rock, BC V4B 3Z6 CANADA",(604) 536-1300,(604) 536-1322,,,,49.030027,-122.801588,P169,
FAMILY CARE PHARMACY #4,"102 - 5581 204 St Langley, BC V3A 1Z4 CANADA",(604) 539-1611,(604) 539-1655,,,,49.1042918,-122.6567156,P170,
FINLANDIA NATURAL PHARMACY,"1111 West Broadway Vancouver, BC V6H 1G1 CANADA",(604) 733-5323,(604) 733-5340,,,,49.2636291,-123.12938,P171,
FLEETWOOD PHARMACY REMEDY'SRX,"305 - 9014 152 St Surrey, BC V3R 4E7 CANADA",(604) 496-3303,(604) 496-3301,,,,49.1676467,-122.7998344,P172,
FORBES PHARMACY - BURNSIDE,"1 - 101 Burnside Rd Victoria, BC V9A 1B7 CANADA",(778) 432-3784,(778) 432-3785,,,,48.4508173,-123.3878168,P173,
FORBES PHARMACY - FORT STREET,"1775 Fort St. Victoria, BC V8R 1J3 CANADA",(250) 595-1471,(250) 595-1911,,,,48.4292478,-123.3305361,P174,
FORBES PHARMACY - GOLDSTREAM,"Unit 111 - 755 Goldstream Ave Victoria, BC V9B 2X4 CANADA",(250) 478-7300,(250) 478-7008,,,,48.448253,-123.498252,P175,
FORBES PHARMACY - GORGE,"603 Gorge Rd E Victoria, BC V8T 2W7 CANADA",(250) 590-8811,(250) 590-8824,,,,48.4392734,-123.3701027,P176,
FORBES PHARMACY - HELMCKEN,"120 - 27 Helmcken Rd Victoria, BC V8Z 5G5 CANADA",(778) 265-8181,(778) 265-7171,,,,48.4674469,-123.4287476,P177,
FORBES PHARMACY - MILLSTREAM,"105 - 2349 Millstream Rd Langford, BC V9B 3R5 CANADA",(250) 478-1600,(250) 478-0400,,,,48.463993,-123.4992281,P178,
FORBES PHARMACY - PANDORA,"922 Pandora Ave Victoria, BC V8V 3P3 CANADA",(250) 385-3784,(250) 385-3700,,,,48.4276,-123.3578238,P179,
FORBES PHARMACY - QUEEN CHARLOTTE,"P.O. Box 748 Queen Charlotte City, BC V0T 1S0 CANADA",(250) 559-4910,(250) 559-4915,,,,52.8812158,-127.7376901,P180,
FORT NELSON PHARMACY,"4904 - 50th Ave. N. Box 540 Fort Nelson, BC V0C 1R0 CANADA",(250) 774-2323,(250) 774-2326,,,,58.8051418,-122.6996808,P181,
Safeway - #210,"1200 37 St SW, Calgary, Alberta, T3C 1S2",403-240-3223,403-246-2271,,,,51.0415061,-114.1409019,A181,
FORT ROYAL PHARMACY,"1803 Fort St Victoria, BC V8R 1J6 CANADA",(250) 590-3707,(250) 590-3708,,,,48.4295205,-123.3299538,P182,
FORT ROYAL PHARMACY HILLSIDE INC.,"50-797 Hillside Ave Victoria, BC V8T1Z5 CANADA",(778) 406-2022,(778) 406-2023,,,,48.438535,-123.3636349,P183,
FORT ROYAL PHARMACY OAK BAY,"2217 Oak Bay Ave Victoria, BC V8R1G4 CANADA",(250) 590-9217,(250) 590-9218,,,,48.4263661,-123.3155672,P184,
FORT ST. JOHN PHARMACY AND WELLNESS CENTRE,"#300 - 9730 - 101st Ave Fort St. John, BC V1J 2A8 CANADA",(250) 785-3234,(250) 785-3242,,,,56.2476084,-120.8435278,P185,
FORTUNE CREEK PHARMACY,"2 - 2860 Smith Dr Armstrong, BC V0E 1B1 CANADA",(250) 546-1411,(250) 546-1422,,,,50.4423233,-119.1840225,P186,
FRASER CANYON PHARMACY,"308 Wallace St. PO Box 340 Hope, BC V0X 1L0 CANADA",(604) 869-5654,(604) 869-5665,,,,49.3794873,-121.4412425,P187,
FRASER HEIGHTS PHARMACY LTD.,"#102 - 16033 - 108th Ave. Surrey, BC V4N 1P2 CANADA",(604) 930-9544,(604) 930-9785,,,,49.1997293,-122.7783482,P188,
FRASER LAKE MEDICINE CENTRE,"Box 970 210 Chowsunket St Fraser Lake, BC V0J 1S0 CANADA",(250) 699-0075,(250) 699-0070,,,,54.0559016,-124.848607,P189,
FRASER MEDICINE CENTRE PHARMACY,"20200 Fraser Hwy Langley, BC V3A 4E6 CANADA",(604) 530-8810,(604) 530-8843,,,,49.106025,-122.6627242,P190,
FRASER NEIGHBOURHOOD PHARMACY,"3373 Fraser Street Vancouver, BC V5V 4C2 CANADA",(604) 669-4364,(604) 669-4308,,,,49.2549862,-123.0901656,P191,
FRASER OUTREACH PHARMACY,"4127 Fraser St Vancouver, BC V5V 4E9 CANADA",(604) 620-8278,(604) 620-8277,,,,49.2482206,-123.0903767,P192,
FRASER PHARMACHOICE,"4207 Fraser St Vancouver, BC V5V 4G1 CANADA",(604) 872-1151,(604) 872-1187,,,,49.2474758,-123.0903688,P193,
FRASER PHARMACY,"6448 Fraser St. Vancouver, BC V5W 3A4 CANADA",(604) 325-8288,(604) 558-0578,,,,49.2260697,-123.0903966,P194,
FRASER VALLEY PHARMACY,"105 - 2760 Trethewey St Abbotsford, BC V2T 3R1 CANADA",(604) 859-1794,(778) 757-7770,,,,49.0526004,-122.3260125,P195,
FRASERVIEW PHARMACY LTD.,"#11 - 665 Front Street Quesnel, BC V2J 2K9 CANADA",(250) 992-3822,(250) 992-3766,,,,52.9829749,-122.4992386,P196,
FRESHCO PHARMACY #4252,"6140 Blundell Road Richmond, BC V7C 1H6 CANADA",(604) 274-7370,(604) 274-7647,,,,49.1551186,-123.157675,P197,
FRESHCO PHARMACY #4254,"10151 No. 3 Road Richmond, BC V7A 4R6 CANADA",(604) 271-7734,(604) 271-7713,,,,49.1390564,-123.1379482,P198,
FRESHCO PHARMACY #4255,"7165 - 138th Street Surrey, BC V3W 7T9 CANADA",(604) 594-4515,(604) 594-4802,,,,49.1328012,-122.8401161,P199,
FRESHCO PHARMACY #4256,"32520 Lougheed Highway Mission, BC V2V 1A5 CANADA",(604) 826-5398,(604) 826-7967,,,,49.1319158,-122.3236933,P200,
FRESHCO PHARMACY #4257,"7450 - 120th Street Surrey, BC V3W 3M9 CANADA",(604) 594-9866,(604) 594-1167,,,,49.1385711,-122.8890371,P201,
FRESHCO PHARMACY #4265,"PO Box 48 27566 Fraser Hwy Aldergrove, BC V4W 3N5 CANADA",(604) 856-4667,(604) 856-7223,,,,49.0567756,-122.4608829,P202,
FRESHCO PHARMACY #4269,"45858 Yale Rd W Chilliwack, BC V2P 2N9 CANADA",(604) 795-6092,(604) 795-6034,,,,49.165637,-121.958483,P203,
FRESHCO PHARMACY #4270,"#300 - 20201 Lougheed Hwy Maple Ridge, BC V2X 2P6 CANADA",(604) 460-7200,(604) 460-7242,,,,49.2211225,-122.6613486,P204,
FRESHCO PHARMACY #4272,"#100 - 32500 S. Fraser Way Abbotsford, BC V2T 4W1 CANADA",(604) 852-3558,(604) 852-5660,,,,49.0504968,-122.324581,P205,
FRONTIER STREET PHARMACY - IDA,"Box 160 7437 Frontier St. Pemberton, BC V0N 2L0 CANADA",(604) 894-6707,(604) 894-6258,,,,50.322434,-122.806603,P206,
FRUITVALE IDA PHARMACY,"1942 Main St. Box 490 Fruitvale, BC V0G 1L0 CANADA",(250) 367-9331,(250) 367-7111,,,,49.1152812,-117.5432146,P207,
GAIN PHARMACY,"#101 - 10677 King George Blvd Surrey, BC V3T 2X6 CANADA",(604) 582-4246,(604) 582-4276,,,,49.197862,-122.8458011,P208,
GALENA PHARM,"4315 Canada Way Burnaby, BC V5G 1J3 CANADA",(604) 428-5210,(604) 428-5211,,,,49.2547912,-123.0073015,P209,
